,Variable,date,Tank,Mean,Cohort
2642,Surface necrosis (score):,2/25/2020,UTB,0.2,
2643,Weight (g),2/25/2020,UTB,15.71,
2644,Antenna:Shrimp lengths (ratio):,3/10/2020,UTB,0.545102891,
2645,Condition Factor:,3/10/2020,UTB,0.815864464,
2646,Gut content (score):,3/10/2020,UTB,2,
2647,Hepatosomatic index:,3/10/2020,UTB,0.048132487,
2648,Surface necrosis (score):,3/10/2020,UTB,0.2,
2649,Weight (g),3/10/2020,UTB,20.906,
2650,Antenna:Shrimp lengths (ratio):,3/18/2020,UTB,0.829289453,
2651,Condition Factor:,3/18/2020,UTB,0.869626479,
2652,Gut content (score):,3/18/2020,UTB,1.2,
2653,Hepatosomatic index:,3/18/2020,UTB,0.052559177,
2654,Surface necrosis (score):,3/18/2020,UTB,0.4,
2655,Weight (g),3/18/2020,UTB,23.384,
2656,Gut content (score):,3/31/2020,UTB,1.8,
